





Long Open Gap,2016-11-23,Stock(81026179/LGND},928.5399360000047,0
Long Open Gap,2016-11-23,Stock(69293559/VRSK},-25.7599999999984,0
Value And Momentum,2016-11-23,Stock(15468463/GOLD},-10.280028000001039,0
Value And Momentum,2016-11-23,Stock(79431711/VRX},-197.23996799999986,0
Value And Momentum,2016-11-23,Stock(9160/LLY},323.9999999999982,0
Value And Momentum,2016-11-23,Stock(69238858/FNV},262.89999999999964,0
Value And Momentum,2016-11-23,Stock(26734397/BIIB},250.8000000000011,0
Value And Momentum,2016-11-23,Stock(156953397/KITE},592.9599999999991,0
Value And Momentum,2016-11-23,Stock(129348123/BLUE},1128.799979999998,0
Value And Momentum,2016-11-23,Stock(143541504/RARE},1300.6000079999994,0
Value And Momentum,2016-11-23,Stock(83635951/PCRX},-161.99999999999818,0
Value And Momentum,2016-11-23,Stock(4817403/RGLD},-79.94999999999891,0








Value And Momentum,2016-11-28,Stock(754956/HAS},12.2400000000016,0
Value And Momentum,2016-11-28,Stock(117636259/YY},-252.26001600000018,0
Value And Momentum,2016-11-28,Stock(9160/LLY},-136.79999999999927,0
Value And Momentum,2016-11-28,Stock(3629755/URI},-19.359999999998763,0
Value And Momentum,2016-11-28,Stock(56483316/CBRL},68.40000000000146,0
Value And Momentum,2016-11-28,Stock(37655664/CMG},-116.76000000000022,0
Value And Momentum,2016-11-28,Stock(6390/DDS},-185.14999999999964,0
Value And Momentum,2016-11-28,Stock(1717101/TUP},-73.79999999999927,0
Value And Momentum,2016-11-28,Stock(2585501/KEX},-27.150000000001455,0
Value And Momentum,2016-11-28,Stock(115353758/ICPT},-642.7600380000003,0

Long Open Gap,2016-11-29,Stock(57698865/EQT},641.5999039999951,0
Long Open Gap,2016-11-29,Stock(8097/HP},316.68000000000393,0
Long Open Gap,2016-11-29,Stock(6746357/UTHR},-732.0399240000006,0
Long Open Gap,2016-11-29,Stock(11094/PH},110.97999999999956,0
Long Open Gap,2016-11-29,Stock(39118796/HES},-225.3998700000011,0
Value And Momentum,2016-11-29,Stock(8097/HP},289.380000000001,0
Value And Momentum,2016-11-29,Stock(4357/ALL},-88.92000000000189,0
Value And Momentum,2016-11-29,Stock(129166805/MNK},-402.26000399999975,0
Value And Momentum,2016-11-29,Stock(6890/EOG},167.63999999999942,0
Value And Momentum,2016-11-29,Stock(6746357/UTHR},-56.399999999999636,0
Value And Momentum,2016-11-29,Stock(97478493/DLPH},183.35000000000036,0
Value And Momentum,2016-11-29,Stock(268376/DECK},-358.3799999999992,0
Value And Momentum,2016-11-29,Stock(115441080/FANG},103.68000000000029,0
Value And Momentum,2016-11-29,Stock(5754/CLB},0.0,115
Value And Momentum,2016-11-29,Stock(39118796/HES},-73.19999999999891,0
Short Open Gap,2016-11-30,Stock(12796138/HDB},80.07999999999993,0
Short Open Gap,2016-11-30,Stock(5177/BPL},46.83995999999934,0
Value And Momentum,2016-11-30,Stock(276066/STZ},-115.43999999999869,0
Value And Momentum,2016-11-30,Stock(4211/AEP},-130.3400249999995,0
Value And Momentum,2016-11-30,Stock(265681/ADSK},35.72002000000066,0
Value And Momentum,2016-11-30,Stock(6327/D},-102.40000000000146,0
Value And Momentum,2016-11-30,Stock(13497/VLO},-26.88000000000102,0
Value And Momentum,2016-11-30,Stock(6969/ETR},-162.45000000000073,0
Value And Momentum,2016-11-30,Stock(11257/PNW},-146.8700489999992,0
Value And Momentum,2016-11-30,Stock(198560237/WEC},-136.5,0
Value And Momentum,2016-11-30,Stock(110176011/DUK},-99.20000000000073,0
Value And Momentum,2016-11-30,Stock(4083812/GRA},-29.12000000000262,0
Long Open Gap,2016-11-30,Stock(182880167/ES},-617.1298459999998,0
Long Open Gap,2016-11-30,Stock(11257/PNW},-454.60012500000084,0
Long Open Gap,2016-11-30,Stock(198560237/WEC},-486.72000000000116,0
Long Open Gap,2016-11-30,Stock(11902/SCG},-287.37999899999704,0
Long Open Gap,2016-11-30,Stock(4352/ALK},546.4799999999959,0
Short Open Gap,2016-12-01,Stock(10802095/SYT},-21.609972999998718,0
Value And Momentum,2016-12-01,Stock(117636259/YY},145.13999999999942,0
Value And Momentum,2016-12-01,Stock(16454492/WYNN},-32.23999999999978,0
Value And Momentum,2016-12-01,Stock(9317/MAA},-94.76999999999862,0
Value And Momentum,2016-12-01,Stock(126993722/GWPH},105.60000000000036,0
Value And Momentum,2016-12-01,Stock(31832526/DLR},-61.47999999999956,0
Value And Momentum,2016-12-01,Stock(70212228/DG},134.4200000000019,0
Value And Momentum,2016-12-01,Stock(10672/O},-117.11999999999898,0
Value And Momentum,2016-12-01,Stock(127284359/Q},-201.5500000000011,0
Value And Momentum,2016-12-01,Stock(267475/CERN},-113.42000000000007,0
Value And Momentum,2016-12-01,Stock(172738518/NVRO},43.29997199999889,0
Long Open Gap,2016-12-01,Stock(274105/SBUX},311.3199999999997,0

Value And Momentum,2016-12-02,Stock(12362013/ADS},-122.19999999999891,0
Value And Momentum,2016-12-02,Stock(109911821/NOW},212.67000000000007,0
Value And Momentum,2016-12-02,Stock(90794895/PVH},-305.90999999999985,0
Value And Momentum,2016-12-02,Stock(11656/RJF},18.590000000001965,0
Value And Momentum,2016-12-02,Stock(2730980/STT},-85.80000000000109,0
Value And Momentum,2016-12-02,Stock(45157951/LULU},43.470000000001164,0
Value And Momentum,2016-12-02,Stock(6858367/ULTI},-2.1599999999998545,0
Value And Momentum,2016-12-02,Stock(5090107/RHT},304.5600000000013,0
Value And Momentum,2016-12-02,Stock(115324104/WDAY},606.7599999999984,0
Value And Momentum,2016-12-02,Stock(274105/SBUX},-43.44000000000051,0
Long Open Gap,2016-12-02,Stock(12362013/ADS},-114.95000000000073,0
Long Open Gap,2016-12-02,Stock(274105/SBUX},47.209859999999026,0
Short Open Gap,2016-12-05,Stock(61481454/BUD},38.0,0
Short Open Gap,2016-12-05,Stock(7788/DEO},54.05999999999949,0
Short Open Gap,2016-12-05,Stock(6735/EFX},85.5,0
Short Open Gap,2016-12-05,Stock(117902840/ASML},-54.539999999999054,0
Value And Momentum,2016-12-05,Stock(5022638/CHL},19.200000000000728,0
Value And Momentum,2016-12-05,Stock(15468463/GOLD},85.95993600000111,0
Value And Momentum,2016-12-05,Stock(69238858/FNV},72.98018000000047,0
Value And Momentum,2016-12-05,Stock(10672/O},160.1900000000005,0
Value And Momentum,2016-12-05,Stock(11070844/AET},-86.11000000000058,0
Value And Momentum,2016-12-05,Stock(29442968/ALNY},96.90000000000146,0
Value And Momentum,2016-12-05,Stock(13272/UNH},-66.94999999999891,0
Value And Momentum,2016-12-05,Stock(265598/AAPL},65.27999999999884,0
Value And Momentum,2016-12-05,Stock(8251/HUM},-72.02999999999884,0
Value And Momentum,2016-12-05,Stock(11899/EIX},176.32000000000153,0

Short Open Gap,2016-12-06,Stock(12750/TFX},46.86000000000058,0
Long Open Gap,2016-12-06,Stock(5754/CLB},413.7600640000019,0
Value And Momentum,2016-12-06,Stock(8097/HP},40.29999999999927,0
Value And Momentum,2016-12-06,Stock(117636259/YY},59.33999999999833,0
Value And Momentum,2016-12-06,Stock(275085/TEVA},-82.60000000000036,0
Value And Momentum,2016-12-06,Stock(27059190/TPX},73.47999999999956,0
Value And Momentum,2016-12-06,Stock(106001565/PFPT},105.1200000000008,0
Value And Momentum,2016-12-06,Stock(76792991/TSLA},125.44000000000051,0
Value And Momentum,2016-12-06,Stock(37655664/CMG},-153.36000000000058,0
Value And Momentum,2016-12-06,Stock(10291/NKE},30.899999999999636,0
Value And Momentum,2016-12-06,Stock(109979708/TSRO},166.49999999999818,0
Value And Momentum,2016-12-06,Stock(46128135/ATHN},-139.61003399999936,0

Value And Momentum,2016-12-07,Stock(273733/REGN},133.98000000000138,0
Value And Momentum,2016-12-07,Stock(611242/PII},98.81999999999971,0
