ADBE,BID,2016-03-30 09:25:00.327,93.06
AAPL,BID,2016-03-30 09:25:00.411,109.0
CHK,BID,2016-03-30 09:25:00.412,4.16
CNX,BID,2016-03-30 09:25:00.412,11.16
AXP,ASK,2016-03-30 09:25:00.412,61.18
CTXS,BID,2016-03-30 09:25:00.412,77.85
CME,BID,2016-03-30 09:25:00.412,94.84
CAT,BID,2016-03-30 09:25:00.413,76.23
NBL,ASK,2016-03-30 09:25:00.413,31.53
AA,BID,2016-03-30 09:25:00.413,9.84
AA,ASK,2016-03-30 09:25:00.413,9.87
QCOM,BID,2016-03-30 09:25:00.413,50.62
IVZ,BID,2016-03-30 09:25:00.413,30.68
PFG,ASK,2016-03-30 09:25:00.413,42.48
LMT,BID,2016-03-30 09:25:00.577,218.0
KO,BID,2016-03-30 09:25:00.577,46.52
LUK,BID,2016-03-30 09:25:00.577,15.8
MYL,BID,2016-03-30 09:25:00.577,47.28
M,ASK,2016-03-30 09:25:00.578,45.57
MNST,ASK,2016-03-30 09:25:00.578,136.89
MCD,ASK,2016-03-30 09:25:00.578,125.0
BXP,BID,2016-03-30 09:25:00.578,125.75
EMR,ASK,2016-03-30 09:25:00.578,56.25
HCN,BID,2016-03-30 09:25:00.578,69.24
GOOGL,BID,2016-03-30 09:25:00.578,766.06
CSX,BID,2016-03-30 09:25:00.828,25.88
CTXS,BID,2016-03-30 09:25:00.828,77.68
CME,BID,2016-03-30 09:25:00.828,94.63
CME,ASK,2016-03-30 09:25:00.829,97.41
AA,ASK,2016-03-30 09:25:00.829,9.88
SCHW,BID,2016-03-30 09:25:00.829,27.96
LEN,ASK,2016-03-30 09:25:00.829,48.75
SLB,BID,2016-03-30 09:25:00.829,73.05
NOV,BID,2016-03-30 09:25:00.829,31.45
PSX,BID,2016-03-30 09:25:00.829,87.39
TXN,BID,2016-03-30 09:25:00.829,57.15
PFE,ASK,2016-03-30 09:25:00.830,30.23
XEC,ASK,2016-03-30 09:25:00.830,102.72
PFG,ASK,2016-03-30 09:25:00.830,44.98
UNH,ASK,2016-03-30 09:25:00.830,133.06
EQR,ASK,2016-03-30 09:25:00.830,77.09
CINF,ASK,2016-03-30 09:25:01.078,67.4
ADI,BID,2016-03-30 09:25:01.078,56.64
LUK,BID,2016-03-30 09:25:01.079,15.78
HAR,ASK,2016-03-30 09:25:01.079,92.13
BXP,BID,2016-03-30 09:25:01.079,126.31
BBY,BID,2016-03-30 09:25:01.079,31.63
DVN,BID,2016-03-30 09:25:01.079,26.22
D,BID,2016-03-30 09:25:01.079,74.42
GOOGL,ASK,2016-03-30 09:25:01.079,769.0
CME,ASK,2016-03-30 09:25:01.328,97.4
TXT,ASK,2016-03-30 09:25:01.329,36.6
INTC,ASK,2016-03-30 09:25:01.329,32.58
SLB,BID,2016-03-30 09:25:01.329,72.9
CAM,BID,2016-03-30 09:25:01.329,66.69
PFE,ASK,2016-03-30 09:25:01.329,30.24
CTXS,BID,2016-03-30 09:25:01.329,77.51
CSX,BID,2016-03-30 09:25:01.329,25.82
PFG,ASK,2016-03-30 09:25:01.329,42.62
ROST,ASK,2016-03-30 09:25:01.330,59.48
AAP,BID,2016-03-30 09:25:01.578,161.51
HCN,BID,2016-03-30 09:25:01.578,69.13
BBY,BID,2016-03-30 09:25:01.578,31.56
D,ASK,2016-03-30 09:25:01.578,75.0
IVZ,BID,2016-03-30 09:25:01.828,30.53
CME,BID,2016-03-30 09:25:01.829,94.42
PFG,ASK,2016-03-30 09:25:01.829,44.98
ROST,ASK,2016-03-30 09:25:01.829,59.5
OI,ASK,2016-03-30 09:25:02.078,16.6
AAP,BID,2016-03-30 09:25:02.079,162.26
BBY,BID,2016-03-30 09:25:02.329,31.49
SYF,BID,2016-03-30 09:25:02.329,28.35
CME,BID,2016-03-30 09:25:02.330,94.21
HON,ASK,2016-03-30 09:25:02.330,115.3
CSX,BID,2016-03-30 09:25:02.330,25.8
CTXS,BID,2016-03-30 09:25:02.330,77.34
PFG,ASK,2016-03-30 09:25:02.330,42.76
PNR,ASK,2016-03-30 09:25:02.579,55.92
SYF,BID,2016-03-30 09:25:02.830,28.36
FRT,ASK,2016-03-30 09:25:02.830,168.73
PFG,ASK,2016-03-30 09:25:02.830,44.98
BBY,BID,2016-03-30 09:25:03.330,31.42
NBL,ASK,2016-03-30 09:25:03.331,31.52
CME,BID,2016-03-30 09:25:03.331,94.0
CTXS,BID,2016-03-30 09:25:03.331,77.23
FRT,ASK,2016-03-30 09:25:03.331,175.29
PFG,ASK,2016-03-30 09:25:03.331,42.9
KLAC,BID,2016-03-30 09:25:03.581,71.61
ICE,BID,2016-03-30 09:25:03.581,226.15
PRU,BID,2016-03-30 09:25:03.581,71.43
UHS,BID,2016-03-30 09:25:03.831,122.98
AGN,ASK,2016-03-30 09:25:03.832,280.0
