name,Type,Time,Price
MDLZ,BID,04/04/2016 09:25:00.019,40.87
AMGN,BID,04/04/2016 09:25:00.020,153.77
BAC,TRADE,04/04/2016 09:25:00.269,13.58
BXLT,ASK,04/04/2016 09:25:00.270,41.19
GE,ASK,04/04/2016 09:25:00.271,31.68
CRM,BID,04/04/2016 09:25:00.272,74.67
CMI,BID,04/04/2016 09:25:00.272,109.71
UTX,BID,04/04/2016 09:25:00.272,100
MS,BID,04/04/2016 09:25:00.272,25.47
WHR,BID,04/04/2016 09:25:00.273,182.52
DIS,BID,04/04/2016 09:25:00.273,99
WYNN,ASK,04/04/2016 09:25:00.273,95.5
WFC,ASK,04/04/2016 09:25:00.273,48.47
GOOGL,BID,04/04/2016 09:25:00.273,752.56
GOOG,BID,04/04/2016 09:25:00.273,745
GT,ASK,04/04/2016 09:25:00.274,32.9
GPC,ASK,04/04/2016 09:25:00.274,101.74
RF,BID,04/04/2016 09:25:00.274,7.82
MAR,BID,04/04/2016 09:25:00.520,66.96
MDT,ASK,04/04/2016 09:25:00.521,76.25
MCO,ASK,04/04/2016 09:25:00.521,99.55
MON,ASK,04/04/2016 09:25:00.521,88.62
MCD,ASK,04/04/2016 09:25:00.522,127.4
MSFT,ASK,04/04/2016 09:25:00.522,55.56
PCLN,BID,04/04/2016 09:25:00.522,1275
NOC,BID,04/04/2016 09:25:00.523,199.36
NFLX,ASK,04/04/2016 09:25:00.523,106
ABBV,BID,04/04/2016 09:25:00.523,57.31
AMGN,BID,04/04/2016 09:25:00.524,154.3
APD,ASK,04/04/2016 09:25:00.524,144.75
FB,TRADE,04/04/2016 09:25:00.771,114.3
JNJ,BID,04/04/2016 09:25:00.771,108.69
ILMN,BID,04/04/2016 09:25:00.772,160.19
IBM,BID,04/04/2016 09:25:00.772,151.72
GE,BID,04/04/2016 09:25:00.772,31.6
GE,ASK,04/04/2016 09:25:00.773,31.7
CRM,ASK,04/04/2016 09:25:00.773,77
BXLT,ASK,04/04/2016 09:25:00.773,42
STZ,BID,04/04/2016 09:25:00.774,152.39
RIG,BID,04/04/2016 09:25:00.774,8.51
NVDA,ASK,04/04/2016 09:25:00.774,36.46
TWX,ASK,04/04/2016 09:25:00.774,74.25
V,ASK,04/04/2016 09:25:00.775,77.87
MS,BID,04/04/2016 09:25:00.775,25.46
WFC,ASK,04/04/2016 09:25:00.775,48.51
MCO,ASK,04/04/2016 09:25:01.022,99.81
MON,ASK,04/04/2016 09:25:01.022,88.7
MPC,ASK,04/04/2016 09:25:01.024,36.49
BMY,BID,04/04/2016 09:25:01.024,64.76
BA,BID,04/04/2016 09:25:01.025,126.54
DOW,BID,04/04/2016 09:25:01.025,50.53
DAL,BID,04/04/2016 09:25:01.025,47
D,BID,04/04/2016 09:25:01.025,74.95
ESRX,BID,04/04/2016 09:25:01.025,68.92
DUK,ASK,04/04/2016 09:25:01.026,81.5
EOG,ASK,04/04/2016 09:25:01.026,73.5
PCLN,ASK,04/04/2016 09:25:01.026,1309.5
JNJ,ASK,04/04/2016 09:25:01.271,109.81
STZ,BID,04/04/2016 09:25:01.272,152.19
EL,ASK,04/04/2016 09:25:01.522,103.84
BA,BID,04/04/2016 09:25:01.522,126.23
BMY,BID,04/04/2016 09:25:01.522,64.61
D,ASK,04/04/2016 09:25:01.522,75.5
ILMN,BID,04/04/2016 09:25:01.523,159.38
IBM,BID,04/04/2016 09:25:01.523,151.62
RRC,ASK,04/04/2016 09:25:01.772,38.05
PXD,ASK,04/04/2016 09:25:01.772,142.98
MCO,ASK,04/04/2016 09:25:02.342,100.07
BA,BID,04/04/2016 09:25:02.343,126.2
BMY,BID,04/04/2016 09:25:02.343,64.53
AVB,ASK,04/04/2016 09:25:02.343,-1
BXP,ASK,04/04/2016 09:25:02.523,129.89
COG,ASK,04/04/2016 09:25:02.523,23.15
ILMN,BID,04/04/2016 09:25:02.523,156.29
EL,BID,04/04/2016 09:25:02.523,94.94
MCO,ASK,04/04/2016 09:25:02.773,105
UDR,ASK,04/04/2016 09:25:02.774,39.26
SWKS,BID,04/04/2016 09:25:02.774,77.03
CI,ASK,04/04/2016 09:25:02.774,142.63
AVB,ASK,04/04/2016 09:25:02.774,191.19
RHI,BID,04/04/2016 09:25:03.023,46.59
FRT,ASK,04/04/2016 09:25:03.024,169.84
BXP,ASK,04/04/2016 09:25:03.024,128.09
XEC,ASK,04/04/2016 09:25:03.024,102.07
WYN,ASK,04/04/2016 09:25:03.274,76.93
EL,BID,04/04/2016 09:25:03.274,95.21
MCO,ASK,04/04/2016 09:25:03.275,100.33
UDR,ASK,04/04/2016 09:25:03.275,39.52
SWKS,BID,04/04/2016 09:25:03.275,76.8
CI,ASK,04/04/2016 09:25:03.275,143.28
ANTM,BID,04/04/2016 09:25:03.524,140.48
FB,ASK,04/04/2016 09:25:03.524,114.44
RHI,BID,04/04/2016 09:25:03.524,46.92
FRT,ASK,04/04/2016 09:25:03.525,177.34
VNO,ASK,04/04/2016 09:25:03.775,97.05
WAT,BID,04/04/2016 09:25:03.775,131.83
WYN,ASK,04/04/2016 09:25:03.775,75.73
CXO,BID,04/04/2016 09:25:03.775,99.95
AIV,ASK,04/04/2016 09:25:03.776,43.29
MCO,ASK,04/04/2016 09:25:03.776,105
UDR,ASK,04/04/2016 09:25:03.776,38.62
EQT,BID,04/04/2016 09:25:03.776,65.82
ROP,BID,04/04/2016 09:25:03.776,182.9
CI,ASK,04/04/2016 09:25:03.777,139.24
BWA,ASK,04/04/2016 09:25:03.777,38.62
HAR,ASK,04/04/2016 09:25:03.777,88.52
PLD,ASK,04/04/2016 09:25:03.777,45.83
SYMC,ASK,04/04/2016 09:25:04.025,18.77
AMT,BID,04/04/2016 09:25:04.025,103.42
IRM,BID,04/04/2016 09:25:04.026,32.39
TDC,BID,04/04/2016 09:25:04.026,25.16
MNST,ASK,04/04/2016 09:25:04.026,134.9
COL,ASK,04/04/2016 09:25:04.026,93.29
ROK,ASK,04/04/2016 09:25:04.026,116
SWKS,BID,04/04/2016 09:25:04.027,76.57
FRT,ASK,04/04/2016 09:25:04.027,158.3
ANTM,BID,04/04/2016 09:25:04.027,141.22
FIS,BID,04/04/2016 09:25:04.027,64.37
JNPR,BID,04/04/2016 09:25:04.027,25.33
VNO,ASK,04/04/2016 09:25:04.276,97.84
WAT,BID,04/04/2016 09:25:04.276,131.54
AIV,ASK,04/04/2016 09:25:04.276,45.76
CXO,BID,04/04/2016 09:25:04.277,100.23
MCO,ASK,04/04/2016 09:25:04.277,100.59
EQT,ASK,04/04/2016 09:25:04.277,70.47
CMI,ASK,04/04/2016 09:25:04.278,111.15
ROP,BID,04/04/2016 09:25:04.278,182.51
CPB,BID,04/04/2016 09:25:04.278,64.45
BWA,ASK,04/04/2016 09:25:04.525,37.99
SYMC,ASK,04/04/2016 09:25:04.526,18.8
AMT,BID,04/04/2016 09:25:04.526,103.17
HAR,ASK,04/04/2016 09:25:04.526,87.3
TDC,BID,04/04/2016 09:25:04.527,25.07
IRM,BID,04/04/2016 09:25:04.527,32.58
PLD,ASK,04/04/2016 09:25:04.527,44.8
DE,ASK,04/04/2016 09:25:04.528,76.92
ROK,ASK,04/04/2016 09:25:04.528,114.33
UNM,ASK,04/04/2016 09:25:04.528,32.32
NBL,ASK,04/04/2016 09:25:04.529,32.9
MJN,BID,04/04/2016 09:25:04.529,79.49
FIS,BID,04/04/2016 09:25:04.529,64.22
M,ASK,04/04/2016 09:25:04.530,43.65
JNPR,BID,04/04/2016 09:25:04.530,25.42
VNO,ASK,04/04/2016 09:25:04.775,95.34
HRB,ASK,04/04/2016 09:25:04.776,26.85
WAT,BID,04/04/2016 09:25:04.776,132.26
AIV,ASK,04/04/2016 09:25:04.776,42.25
AZO,ASK,04/04/2016 09:25:04.777,-1
MDLZ,BID,04/04/2016 09:25:04.777,40.78
PNC,BID,04/04/2016 09:25:04.777,84.43
MCO,ASK,04/04/2016 09:25:04.778,105
RAI,ASK,04/04/2016 09:25:04.778,51.24
EQT,BID,04/04/2016 09:25:04.778,65.95
ROP,BID,04/04/2016 09:25:04.779,183.42
CMI,ASK,04/04/2016 09:25:04.779,110.9
AMT,BID,04/04/2016 09:25:05.026,103.48
TDC,BID,04/04/2016 09:25:05.026,25.3
MET,ASK,04/04/2016 09:25:05.027,45
DE,ASK,04/04/2016 09:25:05.027,76.91
SWKS,BID,04/04/2016 09:25:05.028,76.5
MJN,BID,04/04/2016 09:25:05.028,79.4
UNM,ASK,04/04/2016 09:25:05.029,31.61
OMC,BID,04/04/2016 09:25:05.029,83.08
FIS,BID,04/04/2016 09:25:05.030,64.59
M,ASK,04/04/2016 09:25:05.030,43.4
HRB,ASK,04/04/2016 09:25:05.276,26.44
MCHP,ASK,04/04/2016 09:25:05.277,48.44
MCO,ASK,04/04/2016 09:25:05.277,100.85
AZO,ASK,04/04/2016 09:25:05.277,808.91
ADI,ASK,04/04/2016 09:25:05.278,61.07
PNC,BID,04/04/2016 09:25:05.278,84.55
RL,BID,04/04/2016 09:25:05.278,96.09
RAI,ASK,04/04/2016 09:25:05.278,50.71
MET,ASK,04/04/2016 09:25:05.527,44.86
OMC,BID,04/04/2016 09:25:05.527,83.4
PNW,BID,04/04/2016 09:25:05.777,74.77
BLK,ASK,04/04/2016 09:25:05.777,355.04
DOV,BID,04/04/2016 09:25:05.778,63.45
MCO,ASK,04/04/2016 09:25:05.778,105
ADT,BID,04/04/2016 09:25:05.778,41.28
RL,BID,04/04/2016 09:25:06.027,96.69
RL,ASK,04/04/2016 09:25:06.027,99
XEC,ASK,04/04/2016 09:25:06.027,102.06
PNW,BID,04/04/2016 09:25:06.278,74.6
DOV,BID,04/04/2016 09:25:06.278,63.5
BLK,ASK,04/04/2016 09:25:06.278,344.11
MCO,ASK,04/04/2016 09:25:06.278,100.88
MKC,ASK,04/04/2016 09:25:06.529,105.63
RL,ASK,04/04/2016 09:25:06.529,98.16
PNW,BID,04/04/2016 09:25:06.778,74.99
SNI,ASK,04/04/2016 09:25:06.779,70.68
STT,ASK,04/04/2016 09:25:07.029,60.16
WFC,BID,04/04/2016 09:25:07.029,48.28
SCHW,BID,04/04/2016 09:25:07.279,28.09
STT,ASK,04/04/2016 09:25:07.529,59.24
SYF,BID,04/04/2016 09:25:07.530,29.1
SRE,BID,04/04/2016 09:25:07.780,104.05
TSS,BID,04/04/2016 09:25:07.780,48.06
TSO,BID,04/04/2016 09:25:08.030,81.33
WFC,BID,04/04/2016 09:25:08.030,48.3
SYF,BID,04/04/2016 09:25:08.031,29.03
SRE,BID,04/04/2016 09:25:08.280,103.82
TDC,BID,04/04/2016 09:25:08.281,25.11
TSS,BID,04/04/2016 09:25:08.281,47.93
FB,ASK,04/04/2016 09:25:08.531,114.29
SYF,BID,04/04/2016 09:25:08.531,29.13
SRE,BID,04/04/2016 09:25:08.891,104.2
MTB,BID,04/04/2016 09:25:08.892,111.34
TDC,BID,04/04/2016 09:25:08.892,25.42
TSS,BID,04/04/2016 09:25:08.892,48.24
FTR,BID,04/04/2016 09:25:08.893,5.47
MTB,BID,04/04/2016 09:25:09.282,111.4
NBL,ASK,04/04/2016 09:25:09.532,32.89
MCHP,ASK,04/04/2016 09:25:09.783,49.1
LRCX,ASK,04/04/2016 09:25:09.783,83.58
BXLT,ASK,04/04/2016 09:25:09.784,41.4
PXD,ASK,04/04/2016 09:25:09.784,142.97
XEC,ASK,04/04/2016 09:25:10.033,102.05
JNPR,BID,04/04/2016 09:25:10.034,25.36
LRCX,ASK,04/04/2016 09:25:10.283,84
DD,BID,04/04/2016 09:25:10.284,63.3
JNPR,BID,04/04/2016 09:25:10.784,25.34
DD,BID,04/04/2016 09:25:10.784,63.17
BXLT,ASK,04/04/2016 09:25:10.785,41.18
IP,BID,04/04/2016 09:25:11.035,40.53
WEC,ASK,04/04/2016 09:25:11.035,61.18
CAH,ASK,04/04/2016 09:25:11.035,83.83
JNPR,BID,04/04/2016 09:25:11.285,25.44
VMC,BID,04/04/2016 09:25:11.285,106.18
DD,BID,04/04/2016 09:25:11.286,63.3
BXLT,ASK,04/04/2016 09:25:11.286,41.4
DOW,BID,04/04/2016 09:25:11.535,50.5
ICE,BID,04/04/2016 09:25:11.536,226.15
IP,BID,04/04/2016 09:25:11.536,40.73
HRB,ASK,04/04/2016 09:25:11.536,26.77
WEC,ASK,04/04/2016 09:25:11.537,60.28
CAH,ASK,04/04/2016 09:25:11.786,82.53
VMC,BID,04/04/2016 09:25:11.786,106.34
JNPR,ASK,04/04/2016 09:25:11.788,26
HOG,BID,04/04/2016 09:25:12.036,51.16
ICE,BID,04/04/2016 09:25:12.036,233.57
HRB,ASK,04/04/2016 09:25:12.357,26.58
WAT,BID,04/04/2016 09:25:12.358,131.97
ZTS,BID,04/04/2016 09:25:12.358,43.88
ZTS,ASK,04/04/2016 09:25:12.358,47.71
EL,ASK,04/04/2016 09:25:12.537,103.83
JNPR,ASK,04/04/2016 09:25:12.537,25.76
BWA,ASK,04/04/2016 09:25:12.537,38.59
HOG,ASK,04/04/2016 09:25:12.538,52
WAT,BID,04/04/2016 09:25:12.787,132.41
LH,BID,04/04/2016 09:25:12.787,117.7
LH,ASK,04/04/2016 09:25:12.788,120.83
HOG,BID,04/04/2016 09:25:13.037,51.4
BWA,ASK,04/04/2016 09:25:13.038,37.94
ADT,BID,04/04/2016 09:25:13.288,41.09
LH,BID,04/04/2016 09:25:13.288,118
LH,ASK,04/04/2016 09:25:13.288,118.98
BWA,BID,04/04/2016 09:25:13.538,37.25
HD,TRADE,04/04/2016 09:25:13.789,136.21
HD,ASK,04/04/2016 09:25:13.790,138
FB,BID,04/04/2016 09:25:13.790,114.28
BWA,BID,04/04/2016 09:25:14.039,37.26
XEC,ASK,04/04/2016 09:25:14.039,102.04
MCHP,BID,04/04/2016 09:25:14.289,46.01
NBL,ASK,04/04/2016 09:25:14.539,32.88
BXLT,TRADE,04/04/2016 09:25:15.290,41.13
BXLT,BID,04/04/2016 09:25:15.291,41
UAL,BID,04/04/2016 09:25:15.292,56.55
UAL,ASK,04/04/2016 09:25:15.292,57.48
UAL,ASK,04/04/2016 09:25:15.791,57.49
DLPH,BID,04/04/2016 09:25:15.791,71.65
UAL,BID,04/04/2016 09:25:16.292,56.34
EL,ASK,04/04/2016 09:25:16.542,103.82
AET,ASK,04/04/2016 09:25:16.542,116.02
BXLT,ASK,04/04/2016 09:25:16.792,41.19
ADS,BID,04/04/2016 09:25:16.793,205.01
AET,BID,04/04/2016 09:25:17.043,113.01
UAL,BID,04/04/2016 09:25:17.043,56.13
ADS,BID,04/04/2016 09:25:17.293,219.85
FB,TRADE,04/04/2016 09:25:17.544,114.29
AET,BID,04/04/2016 09:25:17.544,113.3
AET,ASK,04/04/2016 09:25:17.544,114.36
FB,ASK,04/04/2016 09:25:17.545,114.44
HAR,BID,04/04/2016 09:25:17.795,85.64
ADS,ASK,04/04/2016 09:25:17.795,-1
PXD,ASK,04/04/2016 09:25:17.795,142.96
XEC,ASK,04/04/2016 09:25:18.044,102.03
UAL,BID,04/04/2016 09:25:18.044,56
HAR,BID,04/04/2016 09:25:18.294,86
ADS,ASK,04/04/2016 09:25:18.295,223.03
PYPL,ASK,04/04/2016 09:25:18.545,39.6
AAPL,ASK,04/04/2016 09:25:18.545,110.7
HCA,BID,04/04/2016 09:25:19.296,78.75
COG,ASK,04/04/2016 09:25:19.547,23.14
FB,TRADE,04/04/2016 09:25:20.298,114.28
FB,BID,04/04/2016 09:25:20.299,114.26
EL,ASK,04/04/2016 09:25:20.547,103.81
NBL,ASK,04/04/2016 09:25:20.547,32.87
DOV,BID,04/04/2016 09:25:21.048,63.36
DOV,BID,04/04/2016 09:25:21.549,63.22
HST,BID,04/04/2016 09:25:22.050,15.77
XEC,ASK,04/04/2016 09:25:22.050,102.02
DOV,BID,04/04/2016 09:25:22.051,63.3
HST,BID,04/04/2016 09:25:22.550,15.73
MKC,BID,04/04/2016 09:25:22.802,97.35
NKE,ASK,04/04/2016 09:25:23.052,61.88
SYMC,ASK,04/04/2016 09:25:23.301,18.77
EL,ASK,04/04/2016 09:25:23.302,103.8
RRC,ASK,04/04/2016 09:25:23.552,38.04
SYMC,ASK,04/04/2016 09:25:23.552,18.8
ICE,BID,04/04/2016 09:25:25.055,226.15
SWN,BID,04/04/2016 09:25:25.055,7.92
MU,BID,04/04/2016 09:25:25.304,11.05
LH,ASK,04/04/2016 09:25:25.555,120.83
ICE,BID,04/04/2016 09:25:25.555,233.68
SWN,BID,04/04/2016 09:25:25.805,7.74
AAPL,ASK,04/04/2016 09:25:26.055,110.74
LH,ASK,04/04/2016 09:25:26.056,121.18
ZTS,ASK,04/04/2016 09:25:26.306,47.94
NBL,ASK,04/04/2016 09:25:26.556,32.86
LH,ASK,04/04/2016 09:25:26.556,119.15
GGP,BID,04/04/2016 09:25:26.806,28.95
XEC,ASK,04/04/2016 09:25:27.057,102.01
GGP,BID,04/04/2016 09:25:27.557,29.25
PXD,ASK,04/04/2016 09:25:27.808,142.95
EL,ASK,04/04/2016 09:25:29.310,103.79
ANTM,BID,04/04/2016 09:25:29.565,140.85
LLTC,BID,04/04/2016 09:25:30.313,41.68
EW,BID,04/04/2016 09:25:30.313,99.99
CVS,BID,04/04/2016 09:25:30.314,103.93
AAPL,ASK,04/04/2016 09:25:30.563,110.73
BXLT,ASK,04/04/2016 09:25:30.813,41.15
BXLT,ASK,04/04/2016 09:25:31.314,41.19
XEC,ASK,04/04/2016 09:25:32.065,102
C,BID,04/04/2016 09:25:32.385,42.3
ABBV,ASK,04/04/2016 09:25:32.815,57.74
EL,ASK,04/04/2016 09:25:33.316,103.78
NBL,ASK,04/04/2016 09:25:33.567,32.85
MDLZ,ASK,04/04/2016 09:25:33.817,41.48
MDLZ,ASK,04/04/2016 09:25:34.318,41.5
CME,ASK,04/04/2016 09:25:34.819,100.1
JNPR,ASK,04/04/2016 09:25:34.820,26
GPS,ASK,04/04/2016 09:25:35.069,29.8
NWSA,ASK,04/04/2016 09:25:35.321,13.93
GPS,ASK,04/04/2016 09:25:35.570,29.78
JNPR,ASK,04/04/2016 09:25:35.570,25.68
MJN,ASK,04/04/2016 09:25:35.570,86.89
PRU,ASK,04/04/2016 09:25:36.070,74.75
USB,BID,04/04/2016 09:25:36.321,40.33
JNPR,BID,04/04/2016 09:25:36.321,25.38
STT,BID,04/04/2016 09:25:36.322,58.52
HIG,ASK,04/04/2016 09:25:36.571,47.79
PRU,ASK,04/04/2016 09:25:36.571,73.69
UNM,BID,04/04/2016 09:25:36.821,31.11
USB,BID,04/04/2016 09:25:36.822,40.47
JNPR,BID,04/04/2016 09:25:36.822,25.32
PFG,BID,04/04/2016 09:25:36.823,39.58
HIG,ASK,04/04/2016 09:25:37.072,47.14
STT,BID,04/04/2016 09:25:37.072,58.75
XEC,ASK,04/04/2016 09:25:37.073,101.99
GS,BID,04/04/2016 09:25:37.073,155.75
KEY,BID,04/04/2016 09:25:37.073,10.92
UNM,BID,04/04/2016 09:25:37.322,31.02
PFG,BID,04/04/2016 09:25:37.572,39.76
GS,BID,04/04/2016 09:25:37.573,159.3
ADT,ASK,04/04/2016 09:25:37.573,41.47
C,BID,04/04/2016 09:25:37.574,42.31
PNC,ASK,04/04/2016 09:25:37.574,87.03
JNPR,BID,04/04/2016 09:25:37.574,25.28
UNM,BID,04/04/2016 09:25:37.823,31.23
COF,BID,04/04/2016 09:25:37.823,70.29
PNC,ASK,04/04/2016 09:25:38.324,85.91
COF,BID,04/04/2016 09:25:38.324,70.59
EL,ASK,04/04/2016 09:25:38.325,103.77
PXD,ASK,04/04/2016 09:25:38.824,142.94
ADT,ASK,04/04/2016 09:25:40.326,41.49
NBL,ASK,04/04/2016 09:25:40.577,32.84
RF,BID,04/04/2016 09:25:40.827,7.85
COG,ASK,04/04/2016 09:25:41.578,23.13
XEC,ASK,04/04/2016 09:25:42.078,101.98
EL,ASK,04/04/2016 09:25:42.399,103.76
HAS,ASK,04/04/2016 09:25:42.830,83.35
SYMC,ASK,04/04/2016 09:25:43.081,18.77
CVS,BID,04/04/2016 09:25:44.332,103.73
SWN,TRADE,04/04/2016 09:25:45.084,7.97
CCL,ASK,04/04/2016 09:25:45.085,52.94
SWN,BID,04/04/2016 09:25:45.085,7.92
ZTS,ASK,04/04/2016 09:25:45.334,48.19
CVS,BID,04/04/2016 09:25:45.334,103.53
MS,ASK,04/04/2016 09:25:45.583,25.51
CCL,ASK,04/04/2016 09:25:45.584,53.84
SWN,BID,04/04/2016 09:25:45.584,7.74
SWN,ASK,04/04/2016 09:25:45.584,8.05
ADBE,ASK,04/04/2016 09:25:46.085,95.64
CERN,ASK,04/04/2016 09:25:46.085,55.16
WFM,ASK,04/04/2016 09:25:46.085,31.11
CVS,BID,04/04/2016 09:25:46.335,103.51
CERN,ASK,04/04/2016 09:25:46.585,55.69
EL,ASK,04/04/2016 09:25:47.336,103.75
RIG,BID,04/04/2016 09:25:47.837,8.49
MCO,ASK,04/04/2016 09:25:48.087,101.13
XEC,ASK,04/04/2016 09:25:48.087,101.97
NBL,ASK,04/04/2016 09:25:48.588,32.83
FTI,BID,04/04/2016 09:25:48.588,26.71
FTI,BID,04/04/2016 09:25:49.339,26.88
EW,ASK,04/04/2016 09:25:49.339,100.45
TSO,BID,04/04/2016 09:25:49.589,81.31
NFLX,ASK,04/04/2016 09:25:49.839,105.7
TSO,BID,04/04/2016 09:25:50.090,81.33
MJN,BID,04/04/2016 09:25:50.090,79.05
NEM,BID,04/04/2016 09:25:50.590,26.35
PXD,ASK,04/04/2016 09:25:50.841,142.93
SO,BID,04/04/2016 09:25:51.842,51.38
MKC,ASK,04/04/2016 09:25:51.843,106.09
EL,ASK,04/04/2016 09:25:52.414,103.74
RRC,ASK,04/04/2016 09:25:52.593,38.03
PNC,ASK,04/04/2016 09:25:53.344,87.03
PSX,ASK,04/04/2016 09:25:53.595,87.42
EW,TRADE,04/04/2016 09:25:53.846,100.45
PNC,ASK,04/04/2016 09:25:53.846,85.85
YHOO,BID,04/04/2016 09:25:53.847,36.64
EW,ASK,04/04/2016 09:25:53.847,101.38
XEC,ASK,04/04/2016 09:25:54.096,101.96
PSX,ASK,04/04/2016 09:25:54.096,86.42
COF,BID,04/04/2016 09:25:54.096,70.43
GS,BID,04/04/2016 09:25:54.346,155.75
SYMC,ASK,04/04/2016 09:25:54.346,18.8
COF,BID,04/04/2016 09:25:54.596,70.27
GS,BID,04/04/2016 09:25:54.847,159.22
COF,BID,04/04/2016 09:25:55.097,70.53
EW,ASK,04/04/2016 09:25:56.099,100.48
SWKS,BID,04/04/2016 09:25:56.349,76.51
NBL,ASK,04/04/2016 09:25:56.599,32.82
BXLT,ASK,04/04/2016 09:25:56.849,41.15
IBM,BID,04/04/2016 09:25:57.601,151.71
AMZN,TRADE,04/04/2016 09:25:57.852,598.66
AMZN,BID,04/04/2016 09:25:57.852,597.25
ESRX,ASK,04/04/2016 09:25:58.101,70.46
AMZN,TRADE,04/04/2016 09:25:58.352,598.5
ETFC,BID,04/04/2016 09:25:58.352,22.01
EL,ASK,04/04/2016 09:25:58.353,103.73
EXPD,BID,04/04/2016 09:25:58.602,41.74
PSA,BID,04/04/2016 09:26:00.104,260.11
SPG,ASK,04/04/2016 09:26:00.105,226.43
ATVI,BID,04/04/2016 09:26:00.354,33.98
WFM,ASK,04/04/2016 09:26:00.355,31.26
CVX,BID,04/04/2016 09:26:00.355,93.89
PSA,BID,04/04/2016 09:26:00.605,274.45
SPG,ASK,04/04/2016 09:26:00.605,236.06
XEC,ASK,04/04/2016 09:26:01.106,101.95
ESS,BID,04/04/2016 09:26:01.106,-1
SPG,ASK,04/04/2016 09:26:01.106,209.97
ESS,BID,04/04/2016 09:26:01.606,231.91
MCO,ASK,04/04/2016 09:26:01.857,101.42
GILD,ASK,04/04/2016 09:26:02.428,94.91
CAT,BID,04/04/2016 09:26:02.428,76.05
JPM,ASK,04/04/2016 09:26:02.608,59.65
CELG,ASK,04/04/2016 09:26:02.608,101.75
EBAY,BID,04/04/2016 09:26:02.608,23.68
CERN,ASK,04/04/2016 09:26:02.609,55.16
CERN,ASK,04/04/2016 09:26:03.108,55.69
ALLE,ASK,04/04/2016 09:26:03.109,66.71
EL,ASK,04/04/2016 09:26:03.359,103.72
ALLE,ASK,04/04/2016 09:26:03.609,66.75
MAC,BID,04/04/2016 09:26:03.860,79.31
MAC,ASK,04/04/2016 09:26:03.861,80.57
PPG,BID,04/04/2016 09:26:03.863,112.58
PXD,BID,04/04/2016 09:26:03.864,138.58
ALLE,ASK,04/04/2016 09:26:04.110,66.71
EMR,BID,04/04/2016 09:26:04.610,54.44
BK,BID,04/04/2016 09:26:04.862,36.74
PLD,BID,04/04/2016 09:26:04.863,44.34
JWN,BID,04/04/2016 09:26:04.864,56.68
LYB,BID,04/04/2016 09:26:04.865,86.23
AKAM,BID,04/04/2016 09:26:04.866,54.27
KIM,BID,04/04/2016 09:26:04.866,28.45
GME,BID,04/04/2016 09:26:04.867,31.1
DLPH,BID,04/04/2016 09:26:04.868,71.83
DOV,BID,04/04/2016 09:26:04.869,63.39
PSA,BID,04/04/2016 09:26:04.870,274.48
DUK,BID,04/04/2016 09:26:04.871,80.52
AWK,BID,04/04/2016 09:26:04.873,68.95
VFC,BID,04/04/2016 09:26:04.873,64.6
FTI,BID,04/04/2016 09:26:04.873,27.06
HAR,BID,04/04/2016 09:26:04.875,86.11
CCI,BID,04/04/2016 09:26:04.876,86.69
HUM,BID,04/04/2016 09:26:04.878,183.33
WM,BID,04/04/2016 09:26:04.878,58.46
HCP,BID,04/04/2016 09:26:04.879,32.49
HIG,BID,04/04/2016 09:26:04.879,46.11
AFL,BID,04/04/2016 09:26:04.879,63.32
KSU,BID,04/04/2016 09:26:04.881,85.2
SHW,BID,04/04/2016 09:26:04.882,286.46
CMI,BID,04/04/2016 09:26:04.883,109.73
NUE,BID,04/04/2016 09:26:04.883,47.02
LLL,BID,04/04/2016 09:26:04.883,117.82
MDLZ,BID,04/04/2016 09:26:04.884,40.87
MU,BID,04/04/2016 09:26:04.884,11.06
PEP,BID,04/04/2016 09:26:04.884,103.12
CMS,BID,04/04/2016 09:26:04.884,42.46
JEC,BID,04/04/2016 09:26:05.111,43.52
DD,BID,04/04/2016 09:26:05.113,63.37
EMN,BID,04/04/2016 09:26:05.113,73.02
ESRX,ASK,04/04/2016 09:26:05.113,70.48
EQR,BID,04/04/2016 09:26:05.114,74.71
ES,BID,04/04/2016 09:26:05.114,58.39
MSI,BID,04/04/2016 09:26:05.115,75.45
ADBE,ASK,04/04/2016 09:26:05.362,95.65
MU,BID,04/04/2016 09:26:05.362,11.05
BXLT,ASK,04/04/2016 09:26:05.862,41.14
ETFC,BID,04/04/2016 09:26:05.862,22
MO,BID,04/04/2016 09:26:05.862,62.95
BK,ASK,04/04/2016 09:26:06.363,37.26
AIZ,ASK,04/04/2016 09:26:06.363,78.76
PCG,ASK,04/04/2016 09:26:06.364,60.37
PH,ASK,04/04/2016 09:26:06.614,112.44
ALLE,ASK,04/04/2016 09:26:06.614,66.04
NEM,ASK,04/04/2016 09:26:06.615,26.72
NFX,ASK,04/04/2016 09:26:06.615,32.84
NBL,ASK,04/04/2016 09:26:06.616,32.81
ROP,ASK,04/04/2016 09:26:06.616,185.88
XL,ASK,04/04/2016 09:26:06.616,37.36
MDLZ,BID,04/04/2016 09:26:06.617,40.78
MHK,ASK,04/04/2016 09:26:06.617,193.71
DOV,ASK,04/04/2016 09:26:06.618,64.43
LLTC,BID,04/04/2016 09:26:06.618,41.58
PNW,ASK,04/04/2016 09:26:06.620,75.97
EMR,ASK,04/04/2016 09:26:06.621,55.05
EMN,ASK,04/04/2016 09:26:06.621,74.16
